timestamp;user_id;ticker;amount;best_model;metric_name;metric_value;est_profit
2025-11-24T11:03:16.722013;878963610;ETH-USD;1000.0;GBM[hgb](lag=60,n=600,d=5,lr=0.03);RMSE;253.026209;0.00
2025-11-24T11:03:21.999400;878963610;BTC-USD;1000.0;LSTM(window=60);RMSE;5597.225978;0.00
2025-11-24T11:17:37.203547;878963610;BNB-USD;1000.0;LSTM(window=60);RMSE;61.629517;0.00
2025-11-24T11:17:43.898863;878963610;AXS-USD;1000.0;GBM[hgb](lag=60,n=1000,d=3,lr=0.05);RMSE;0.179164;105.32
2025-11-24T11:29:22.940705;878963610;AAPL;1000.0;LSTM(window=60);RMSE;7.787827;0.00
2025-11-24T11:30:54.316190;878963610;ATOM-USD;1000.0;GBM[hgb](lag=60,n=1000,d=5,lr=0.05);RMSE;0.263611;0.00
2025-11-24T11:43:20.560732;878963610;GOOGL;1000.0;LSTM(window=90);RMSE;13.133059;0.00
2025-11-24T11:45:39.862661;878963610;AMZN;1000.0;GBM[hgb](lag=30,n=600,d=5,lr=0.05);RMSE;8.437085;71.68
2025-11-24T11:59:38.817815;878963610;NVDA;1000.0;TCN(win=60,F=64,S=3,D=0.1);RMSE;8.664659;0.00
2025-11-24T12:01:21.690806;878963610;USDJPY=X;1000.0;GBM[hgb](lag=60,n=1000,d=3,lr=0.05);RMSE;1.028454;0.00
2025-11-24T12:10:08.802199;878963610;USDCAD=X;1000.0;GBM[hgb](lag=30,n=600,d=3,lr=0.03);RMSE;0.006001;0.00
