timestamp;user_id;ticker;amount;best_model;metric_name;metric_value;est_profit
2025-11-21T20:16:03.913843;878963610;MSFT;1000.0;GBM[hgb](lag=60,n=600,d=3,lr=0.05);RMSE;11.259578;41.23
2025-11-21T20:16:07.323919;878963610;AMZN;1000.0;GBM[hgb](lag=30,n=1000,d=5,lr=0.03);RMSE;10.458074;74.43
2025-11-21T20:24:48.478204;878963610;AMD;1000.0;GBM[hgb](lag=30,n=1000,d=3,lr=0.05);RMSE;18.681779;31.17
2025-11-21T20:24:50.991612;878963610;META;1000.0;LSTM(window=60);RMSE;47.156705;0.00
2025-11-21T20:26:04.229544;878963610;MSFT;1000.0;GBM[hgb](lag=60,n=600,d=3,lr=0.05);RMSE;11.259578;41.23
2025-11-21T20:34:36.282261;878963610;AAPL;1000.0;LSTM(window=60);RMSE;6.066128;0.00
2025-11-21T20:42:52.279877;878963610;GOOGL;1000.0;LSTM(window=60);RMSE;11.533912;0.00
2025-11-21T20:43:23.204646;878963610;NVDA;1000.0;TCN(win=60,F=32,S=3,D=0.0);RMSE;10.321943;0.00
2025-11-21T21:09:23.022780;878963610;BTC-USD;1000.0;LSTM(window=90);RMSE;6131.118355;0.00
2025-11-21T21:09:23.638162;878963610;ETH-USD;1000.0;GBM[hgb](lag=60,n=1000,d=5,lr=0.05);RMSE;246.022651;0.00
2025-11-21T21:09:29.854419;878963610;DOGE-USD;1000.0;GBM[hgb](lag=60,n=1000,d=3,lr=0.05);RMSE;0.012666;231.41
2025-11-21T21:09:30.128434;878963610;BNB-USD;1000.0;GBM[hgb](lag=60,n=1000,d=3,lr=0.03);RMSE;65.733201;80.36
2025-11-21T21:14:56.099844;878963610;SOL-USD;1000.0;NBEATS(win=90,B=3,W=128,H=2);RMSE;13.383009;386.39
2025-11-21T21:19:26.892925;878963610;AVAX-USD;1000.0;LSTM(window=90);RMSE;1.568996;0.00
2025-11-21T21:25:12.396267;878963610;XRP-USD;1000.0;GBM[hgb](lag=60,n=1000,d=5,lr=0.05);RMSE;0.162837;146.88
2025-11-21T21:35:46.518818;878963610;FIL-USD;1000.0;TCN(win=120,F=32,S=2,D=0.0);RMSE;0.394262;0.00
2025-11-21T21:39:17.461279;878963610;ORDI-USD;1000.0;GBM[hgb](lag=30,n=1000,d=5,lr=0.05);RMSE;0.506211;0.00
2025-11-21T21:45:58.206034;878963610;OP-USD;1000.0;GBM[hgb](lag=30,n=1000,d=5,lr=0.03);RMSE;0.041198;0.00
